field,group,model,n,n_bonafide,n_spoof,eer,far,frr,fp,fn
speaker,LA_0012,XLS-R+Nes2Net,1784,146,1638,0.06105006105006105,0.0,0.00684931506849315,0,1
speaker,LA_0016,XLS-R+Nes2Net,1784,146,1638,0.06105006105006105,0.007326007326007326,0.0,12,0
speaker,LA_0035,XLS-R+Nes2Net,1784,146,1638,0.06105006105006105,0.0115995115995116,0.0,19,0
speaker,LA_0039,XLS-R+Nes2Net,1784,146,1638,0.06105006105006105,0.002442002442002442,0.0,4,0
speaker,LA_0001,XLS-R+Nes2Net,1004,68,936,0.05341880341880342,0.0010683760683760685,0.0,1,0
speaker,LA_0005,XLS-R+Nes2Net,1004,68,936,0.05341880341880342,0.010683760683760684,0.0,10,0
speaker,LA_0011,XLS-R+AASIST,1004,68,936,0.05341880341880342,0.010683760683760684,0.0,10,0
speaker,LA_0021,XLS-R+AASIST,1004,68,936,0.05341880341880342,0.0010683760683760685,0.0,1,0
speaker,LA_0023,XLS-R+Nes2Net,1004,68,936,0.05341880341880342,0.0010683760683760685,0.0,1,0
speaker,LA_0030,XLS-R+Nes2Net,1004,68,936,0.05341880341880342,0.0010683760683760685,0.0,1,0
speaker,LA_0032,XLS-R+Nes2Net,1004,68,936,0.05341880341880342,0.0010683760683760685,0.0,1,0
speaker,LA_0040,XLS-R+Nes2Net,1004,68,936,0.05341880341880342,0.0010683760683760685,0.0,1,0
speaker,LA_0046,XLS-R+Nes2Net,1004,68,936,0.05341880341880342,0.007478632478632479,0.0,7,0
speaker,LA_0019,XLS-R+AASIST,1784,146,1638,0.030525030525030524,0.008547008547008548,0.0,14,0
speaker,LA_0020,XLS-R+Nes2Net,1784,146,1638,0.030525030525030524,0.002442002442002442,0.0,4,0
speaker,LA_0024,XLS-R+Nes2Net,1784,146,1638,0.030525030525030524,0.004273504273504274,0.0,7,0
speaker,LA_0026,XLS-R+Nes2Net,1784,146,1638,0.030525030525030524,0.004273504273504274,0.0,7,0
speaker,LA_0027,XLS-R+Nes2Net,1784,146,1638,0.030525030525030524,0.004884004884004884,0.0,8,0
speaker,LA_0031,XLS-R+Nes2Net,1784,146,1638,0.030525030525030524,0.008547008547008548,0.0,14,0
speaker,LA_0043,XLS-R+Nes2Net,1784,146,1638,0.030525030525030524,0.001221001221001221,0.0,2,0
speaker,LA_0006,XLS-R+Nes2Net,1784,146,1638,0.0,0.0018315018315018315,0.0,3,0
speaker,LA_0017,XLS-R+Nes2Net,1784,146,1638,0.0,0.004884004884004884,0.0,8,0
speaker,LA_0019,XLS-R+Nes2Net,1784,146,1638,0.0,0.002442002442002442,0.0,4,0
speaker,LA_0022,XLS-R+Nes2Net,1784,146,1638,0.0,0.0006105006105006105,0.0,1,0
speaker,LA_0029,XLS-R+Nes2Net,1784,146,1638,0.0,0.0018315018315018315,0.0,3,0
speaker,LA_0034,XLS-R+Nes2Net,1784,146,1638,0.0,0.005494505494505495,0.0,9,0
speaker,LA_0037,XLS-R+Nes2Net,1784,146,1638,0.0,0.003663003663003663,0.0,6,0
speaker,LA_0042,XLS-R+Nes2Net,1784,146,1638,0.0,0.0,0.0,0,0
speaker,LA_0045,XLS-R+Nes2Net,1784,146,1638,0.0,0.006715506715506716,0.0,11,0
speaker,LA_0047,XLS-R+Nes2Net,1784,146,1638,0.0,0.002442002442002442,0.0,4,0
speaker,LA_0003,XLS-R+Nes2Net,1004,68,936,0.0,0.0,0.0,0,0
speaker,LA_0007,XLS-R+Nes2Net,1004,68,936,0.0,0.003205128205128205,0.0,3,0
speaker,LA_0015,XLS-R+Nes2Net,1004,68,936,0.0,0.008547008547008548,0.0,8,0
speaker,LA_0021,XLS-R+Nes2Net,1004,68,936,0.0,0.0,0.0,0,0
speaker,LA_0025,XLS-R+Nes2Net,1004,68,936,0.0,0.003205128205128205,0.0,3,0
speaker,LA_0028,XLS-R+Nes2Net,1004,68,936,0.0,0.007478632478632479,0.0,7,0
speaker,LA_0036,XLS-R+Nes2Net,1004,68,936,0.0,0.002136752136752137,0.0,2,0
speaker,LA_0048,XLS-R+Nes2Net,1004,68,936,0.0,0.005341880341880342,0.0,5,0
